X,Y
7.683456774283712,0.9854958341649157
-2.170437529705511,-0.8255381538563944
-3.763392839967567,0.5824993511851755
6.381067021507029,0.09772549117275711
-4.341295698044654,0.931931440729479
-1.4372545267671164,-0.9910965372228387
-4.376902145387815,0.9442501413846318
-1.7389827865338976,-0.9858899649844988
9.882351141332993,-0.44177224417797417
-7.954352184944038,-0.9949671035985143
-6.471446497079503,-0.1871510914509513
-4.895548998086749,0.9832730449227137
3.0075943537199663,0.1335976576567206
4.291755840520102,-0.9128305879183326
-8.007246530258914,-0.988277908877798
-1.223882074963491,-0.9404263351739656
3.7385714894865902,-0.5621464259892612
8.12639227597666,0.9631251026551833
-1.030058775903779,-0.8573292466506659
-5.801462365321164,0.4633067300638568
-3.414152710324549,0.2691978681039221
-5.354190227953966,0.8010187604322314
2.194156792974532,0.8119213158795975
5.898706700162892,-0.3750758595216659
-3.4829969008196464,0.3348106235299657
0.14102614072188935,0.1405591419561106
9.359012135349534,0.06571842789579273
-8.120768087098124,-0.9646230724951872
5.214511657452899,-0.8765629199713354
-5.1842311805832075,0.8907324686044734
0.8847938272277549,0.7737844036303669
3.9723087384163662,-0.7384144501629841
-2.443381410107122,-0.6428485408847926
-4.265067171037023,0.9016087922687528
-9.667751595004443,0.2405899750841584
-3.1787225005366366,0.03712131617572066
1.238512826618706,0.9452999253512377
-9.7278265103406,0.2984312195642275
-9.561735000503653,0.13652928530671363
2.398187278602517,0.6767987594138218
-1.2244855534590275,-0.9406313451033047
4.039059337451786,-0.7817496631741265
8.53193414847025,0.7788585325848353
-6.239905782480342,0.04326601469382423
-2.97060132077982,-0.17015930829222684
9.744176895234457,-0.31399595113286827
2.5351120009060324,0.569979292294532
-3.328834180190876,0.1861493473218527
8.038547404635384,0.9830160329405754
8.609436579452787,0.7279596988451624
6.198640489804777,-0.0844441347552974
-2.8437735077551762,-0.2934360559859849
-2.115664749049799,-0.8551954956614181
5.420948807661956,-0.7592998424246904
-7.393532753268599,-0.8958531275180376
-8.291663565362462,-0.9057365884260575
9.675614729078717,-0.248214627755125
3.435823378770504,-0.2900037203735548
-3.8503443961321366,0.6508866325738133
-2.8236618667948044,-0.3126017181253421
-3.937303297355294,0.714361077640462
-0.3105813712744485,-0.3056122442397062
0.6084729187253117,0.5716151234902678
8.158261531912029,0.9540629469766299
-0.37207620526317875,-0.36355035412165587
7.947650006828624,0.9956163244811942
-9.811433381983168,0.3770928632384561
-2.763943528520249,-0.36873627204687026
-1.9432487080110494,-0.9314377240142633
7.5947994180819975,0.9665998913540644
-1.4682902714788408,-0.9947508530081096
8.99454159854756,0.4170856359466803
-5.933849913186386,0.34227341902465475
-9.089356004874157,-0.32916764009159166
2.173555602243386,0.8237744708866295
-5.986821776817985,0.2920442082165684
-4.708115352901279,0.9999908680679652
3.260145309026072,-0.11827514622176416
8.80152174262799,0.5836822413069437
-9.59752145247098,0.17188565260830857
-3.4187475684091995,0.27362024918664496
3.3653625932774744,-0.2219071381049915
-4.882306136970573,0.9855987791709001
-3.767381597810777,0.5857368954487431
-5.965281149788617,0.3125764231619579
-7.989063763682589,-0.9908902739996456
2.027300725030617,0.8975988856200855
2.5207280865375044,0.5817385957928828
-4.355385137621366,0.9369480903419228
4.217646991538885,-0.8800912440098172
7.3634096235764055,0.8820635113753225
3.248355359613617,-0.10656000312724853
8.809623686632687,0.5770845224373379
-1.873300200080772,-0.9545935500650181
2.7020643711272374,0.42551263046577714
8.224105921608505,0.9322823940786613
1.0106941747902471,0.8472008448579835
7.138295862959932,0.7546434602724581
6.026491488008542,-0.25388409264308615
-9.40582266494448,-0.018954160728758027
-0.06416729951901345,-0.06412327439102303
-0.8701882891894641,-0.7644503373439048
-2.8942030705081727,-0.2448738538099668
-1.343163627088602,-0.9742033574938688
-3.234375457257599,0.09264973852991598
-8.805695034589817,-0.5802885296839491
9.99416219320132,-0.5391135311446498
4.009895383666313,-0.7632333919359306
8.666924316354816,0.6873641036092744
-1.3181410750643927,-0.9682520871020879
-8.20898323127805,-0.9376459336108226
-7.438747586750035,-0.9150219299471929
-2.393895142137721,-0.6799522494333687
-9.779071694690362,0.34692805069059596
-7.565500051282495,-0.9586769654946414
2.075166731307835,0.8754789039317045
-6.669368516681935,-0.3766554703154351
1.5385146804773182,0.9994789929031992
3.226353359367579,-0.08465925008181516
0.24796618690120198,0.24543286215801774
-1.361876738652196,-0.978255566405206
5.0343488800621135,-0.9486170764722951
-9.999649363118905,0.5437268680287579
4.569038908039326,-0.9897429609734001
-1.3910164897615847,-0.9838830846255096
2.4097660080557564,0.6682296911912573
5.630397353289045,-0.6074034958235286
0.3536719933814396,0.34634485835335516
-8.917485173173338,-0.48581275608818025
-0.5599877363729,-0.5311758074601993
-8.902652074042685,-0.49872389893113067
-6.490459219499451,-0.205792930530984
-9.76500897096072,0.33370486917616027
2.8087463785773554,0.3267344088612464
7.064551325151093,0.7042498834061143
3.8733488769719298,-0.6681772986205263
-4.000332267240616,0.7570196378901102
-0.3525001681345348,-0.3452453230325606
